05:47:24 [-] WARNING xiaopaw.config.safety: debug.test_api_token is empty or a well-known default; set XIAOPAW_TESTAPI_TOKEN to a strong secret before exposing TestAPI
05:47:24 [-] INFO  xiaopaw.config.safety: all production safety checks passed
05:50:05 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:13:50:05 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
05:50:05 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:13:50:05 +0800] "GET /api/frontend/notifications/unread-count HTTP/1.1" 200 190 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
05:50:05 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:13:50:05 +0800] "GET /api/frontend/experts HTTP/1.1" 200 16440 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
05:50:05 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:13:50:05 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
05:50:35 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:13:50:35 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
05:51:05 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:13:51:05 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
05:51:05 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:13:51:05 +0800] "GET /api/frontend/notifications/unread-count HTTP/1.1" 200 190 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
05:51:35 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:13:51:35 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
05:52:05 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:13:52:05 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
05:52:05 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:13:52:05 +0800] "GET /api/frontend/notifications/unread-count HTTP/1.1" 200 190 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
05:52:35 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:13:52:35 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
05:53:05 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:13:53:05 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
05:53:05 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:13:53:05 +0800] "GET /api/frontend/notifications/unread-count HTTP/1.1" 200 190 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
05:53:23 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:13:53:23 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
05:53:35 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:13:53:35 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
05:54:05 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:13:54:05 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
05:54:05 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:13:54:05 +0800] "GET /api/frontend/notifications/unread-count HTTP/1.1" 200 190 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
05:55:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:13:55:00 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
05:55:05 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:13:55:05 +0800] "GET /api/frontend/notifications/unread-count HTTP/1.1" 200 190 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
05:56:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:13:56:00 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
05:56:05 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:13:56:05 +0800] "GET /api/frontend/notifications/unread-count HTTP/1.1" 200 190 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
05:57:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:13:57:00 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
05:58:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:13:58:00 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
05:58:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:13:58:00 +0800] "GET /api/frontend/notifications/unread-count HTTP/1.1" 200 190 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
05:59:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:13:59:00 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
05:59:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:13:59:00 +0800] "GET /api/frontend/notifications/unread-count HTTP/1.1" 200 190 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:00:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:00:00 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:00:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:00:00 +0800] "GET /api/frontend/notifications/unread-count HTTP/1.1" 200 190 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:01:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:01:00 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:01:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:01:00 +0800] "GET /api/frontend/notifications/unread-count HTTP/1.1" 200 190 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:02:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:02:00 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:02:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:02:00 +0800] "GET /api/frontend/notifications/unread-count HTTP/1.1" 200 190 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:03:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:03:00 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:03:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:03:00 +0800] "GET /api/frontend/notifications/unread-count HTTP/1.1" 200 190 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:04:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:04:00 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:04:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:04:00 +0800] "GET /api/frontend/notifications/unread-count HTTP/1.1" 200 190 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:05:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:05:00 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:05:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:05:00 +0800] "GET /api/frontend/notifications/unread-count HTTP/1.1" 200 190 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:06:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:06:00 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:06:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:06:00 +0800] "GET /api/frontend/notifications/unread-count HTTP/1.1" 200 190 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:07:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:07:00 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:07:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:07:00 +0800] "GET /api/frontend/notifications/unread-count HTTP/1.1" 200 190 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:08:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:08:00 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:08:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:08:00 +0800] "GET /api/frontend/notifications/unread-count HTTP/1.1" 200 190 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:09:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:09:00 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:09:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:09:00 +0800] "GET /api/frontend/notifications/unread-count HTTP/1.1" 200 190 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:10:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:10:00 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:10:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:10:00 +0800] "GET /api/frontend/notifications/unread-count HTTP/1.1" 200 190 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:11:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:11:00 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:11:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:11:00 +0800] "GET /api/frontend/notifications/unread-count HTTP/1.1" 200 190 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:12:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:12:00 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:12:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:12:00 +0800] "GET /api/frontend/notifications/unread-count HTTP/1.1" 200 190 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:13:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:13:00 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:13:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:13:00 +0800] "GET /api/frontend/notifications/unread-count HTTP/1.1" 200 190 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:14:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:14:00 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:14:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:14:00 +0800] "GET /api/frontend/notifications/unread-count HTTP/1.1" 200 190 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
06:15:00 [-] INFO  aiohttp.access: 127.0.0.1 [25/Jul/2026:14:15:00 +0800] "GET /api/frontend/sessions HTTP/1.1" 200 1265 "http://localhost:5173/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
